"Drug","User","Date","Period","Review","Score","Likes","Page"
"Cariprazine","lace","September 26, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I am so excited my dr. recommended this. I have never been diagnosed with Bi-polar but take anxiety medicine and told him that I wasn't happy, just there. After being on this for a week, I feel like a whole new person and within the past month of being on it, it has gotten even better. I realized I am singing in the car again, and not taking my job or kids so seriously - life happens. I am enjoying people and wanting to step outside of my routine. Finally laughing a lot. The negative, it makes me very sleepy so I take 1.5mg at night only. I have crazy dreams, but am willing to deal with that to keep feeling like I do. Insurance didn't cover it but I got a coupon from the dr for now.",0,23,6
"Cariprazine","Relieved98","September 22, 2018","-","<b>Vraylar (cariprazine):</b>			 I’ve been on Vraylar 1.5mg for 1 month for bipolar disorder. Manic episodes, mood swings, random anger/crying we’re completely out of control. I started taking this in the morning, but it was making me nauseous half of the day even with a light breakfast. I switched to bedtime and it interfered with sleep. I am now trying a lunchtime dose, which seems to be better. I have learned I cannot take it on an empty stomach (I don’t usually have that issue with medications). It suppress my appetite. My doc added a sleep aid and this seems to be a good combo. Once I learned the correct way to take it, it has been an amazing help to me so far. I just increased to 3mg 2 days ago and so far so good. I feel like I am more alert and have more energy a lot of the time. Also I feel the need to always keep moving, which can be tiring at times. I’ll take that over the manic and other symptoms any day! I hope it helps others the way it has me so far. THE COST OF THIS MED IS CRAZY THOUGH!",0,24,6
"Cariprazine","Aim","September 21, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 This drug caused a seizure out of the blue about three weeks after starting it. This seizure was so severe I dislocated both shoulders as a result. I was immediately taken off this drug and have been on an anti-seizure drug for almost two years now. Horrible experience",0,17,6
"Cariprazine","Lisa","September 8, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was given this medication in place of lithium. I was on it for a month. I experienced many side effects while taking this. Restless (pacing around the house), anxiety, chronic dry mouth, depression (crying for days)  and TD uncontrollable muscle movements. Mainly in my face and jaw. The doctor gave me samples and never warned me of the potential side effects. Please be warned. I have stopped taking Vraylar for 3 weeks and the uncontrollable muscle movements have still persisted I don’t know if they are permanent the Vraylar website says that they may be a permanent. I am scared and don’t recommend Vraylar to anyone.",0,29,6
"Cariprazine","Deputykja","September 2, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Awesome. No more racing thoughts. Mania has slowed down and no weight gain. However I have samples. Don't know how I am going to afford it.",0,19,6
"Cariprazine","Britt","August 24, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I’ve never written a review on a med before. I have bipolar disorder, anxiety, depression, and ADHD. After switching from abilify (with combo of other meds) to this, I GAINED 15 pounds in 2 WEEKS and I have always been thin. I'm livid and stopped last night and went back to abilify. I didn’t even notice any good effects from it besides putting on pounds. Now, I have to work extra to get my weight back. This drug was awful for me. :( It was like taking a placebo plus weight.",0,19,6
"Cariprazine","Georgiagirl","August 10, 2018","Taken for 1 to 2 years","<b>Vraylar (cariprazine):</b>			 Let me say that’s Vraylar 3mg has been a Godsend for me. I am not all over the place with my moods and not agitated. I felt like I was going down the rabbit hole and this changed all of that. I am not aware of any side effects on myself. I’ve been on this for a year and a half and would encourage anyone to try it when your doctor suggests it. Also take Luvox and Trazadone to sleep. I do have trouble sleeping but had that before ever starting the Vraylar.",0,28,6
"Cariprazine","Sassys17","August 3, 2018","-","<b>Vraylar (cariprazine):</b>			 So my thought on this product is it makes me feel as if I’m crawling out of my skin and I get a metallic taste in my mouth and when I smell. I really don’t like how it makes me feel but as a whole once about a hour to an hour and half later it gets easier and easier. I still think it strong and I agree with a lot of other people that have commented on this page that maybe going to taking it every other day at 1.5 mg and I don’t think I need to go up anymore than that. I used to take lithium and thought it worked ok but I took that over 10 years ago and decided I didn’t need it, I wasn’t bipolar that I would be fine. But after being with my man for almost 11 years he said he thought I was bipolar. So I went to the doctor and had got these vraylar pills that he said he had some samples after telling him about what my husband had said to me. I only gave it a 5 even though it makes me feel better once I get past the side effects.",0,12,6
"Cariprazine","AJ","August 1, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I started taking 1.5 mg a month ago. After a week I went up to 3mg. My experience with vraylar has been excellent. I've never felt so stable in more than 20 years. I've tried all antipsychotics and many antidepressants and never felt this good. I was afraid to try Vraylar because of the side effects such as tardive dyskinesia (TD), akatesia and restlessness. Many antipsychotics have me those side effects. I decided to try it anyway and boy am I glad I did. I've never felt better.",0,38,6
"Cariprazine","Jim Bob Ferley","July 31, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 This medicine took away my motivation.  I had a general feeling of discontent and unhappiness.  This medicine made little tasks seem daunting.  I have been off of it for three days and am starting to feel like my old self.  I was on it for 30 days.",0,20,6
"Cariprazine","ARTLUV","July 17, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I've been on vraylar now for 5 week's. I'm on 3 mgs and I have days that I feel like it's helping me. I am noticing some difference especially in the evenings. The mornings it's hard to get going. I also take lamictal, zoloft, klonipin, serequel to sleep.  I have been on and off so many meds these last few years. I am wondering how long it takes to have the full effect. I am going to try to take it at night to see if it helps my mood. I am going to give it a couple of more weeks to see if it improves. If not, I'm considering ECT.",0,13,6
"Cariprazine","Breebaby","July 16, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have Bipolar disorder rapid cycle mixed episodes and PTSD.  I finally found something that makes me feel normal! No more off the wall up and downs constantly. I didn't know this is what its supposed to feel like. My only problem is I have gained a lot of weight. Otherwise I would give it a 10. Hoping my doctor will give me an appetite suppressant to go along with it.",0,22,6
"Cariprazine","Manny","July 13, 2018","-","<b>Vraylar (cariprazine):</b>			 This medicine makes me feel really good like really good. It was suppose to help with mania, however I'm not sure if I am feeling like a normal person or just really happy. My spending has intensified since I started taking it though. It causes my legs to be restless and I want to crawl out of my skin at times but I really like the way it helps with my mood. I'm not sure if I should continue taking... any suggestions?",0,23,6
"Cariprazine","Scorpionis","July 4, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was put on Vraylar because of a manic episode. I was told it would be gentle and would NOT hit hard. Within half an hour of taking the first dose, I had a full psychotic break that lasted two days. On the second day I took another dose and was highly agitated afterwards. We reduced the dosage to every other day (1.5mg). 2 weeks after starting it, the Vraylar hit me like a truck and I went from somewhat manic all the way down. After 4 days of deep dark depression I stopped taking it. I feel much better now, but I am left with genital numbness, exacerbating an existing problem that had actually gone away, but came crashing back even worse than before. I'm on different, much better meds now, older meds, but the genital numbness persists despite my having no problems with desire.",0,14,6
"Cariprazine","LilKornRocker92","July 1, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 My psychiatrist started me on Vraylar 1.5 mg once a day, about 3 weeks ago. And within those past few weeks, this medication has made such a huge difference in my life. I have hardly any depressive mood episodes, and my rapid mood shifts are down to a minimum. Vraylar helps me have a huge positive mindset,I feel like myself again. I would strongly encourage anyone who struggles with depressive mood episodes, like I did in the past,to ask your doctor about Vraylar.",0,23,6
"Cariprazine","Doug","July 1, 2018","-","<b>Vraylar (cariprazine):</b>			 Vraylar has been a blessing for me.  After years of trying almost every bipolar medication out there and experiencing terrible side effects, I was almost out of options.  I was taking 1200 mg of Lithium daily which was causing the worst stomach pains and I was constantly running to the bathroom.  I started Vraylar and almost immediately saw a positive effect.  My stomach pains went away, my mood became more balanced, and it even helped with my cognitive abilities as well.   Short term side effects were stomach ache, shaky hands, and uneasiness, but they went away after 2-3 days of taking the medication.   I've noticed such an improvement (and so has my wife), that we only wish this drug was on the market years ago.  I would highly recommend this as an option for BP 1 if you have tried all of the other medications.  LOVE IT!",0,27,6
"Cariprazine","Black Queen","June 29, 2018","-","<b>Vraylar (cariprazine):</b>			 My doctor just diagnosed me as bipolar 2 weeks ago and prescribed Vraylar to help with my moods.  I'm always nervous to start new medications so I just started it a couple days ago.  So far the side effects are making me want to quit taking it.  I was told to take it before bed but it makes my mind race so badly that I've been laying here for 3 hours and still can't sleep.  And I can't take it in the morning because it makes me feel drunk-tired and for lack of a better word, completely high.  As exhausted as I am, I still feel like I could take on the day without sleep.   Other side effects are dizziness, restlessness, shakiness, headache, upset stomach, intense hunger, feeling like I'm catching a cold, can't stay asleep, blurred vision (I'm typing with one eye closed), irritability, difficulty concentrating, and an intense manic episode starting about an hour after taking the pill, lasting all day. I'm super sensitive to meds and I really don't think this is the med for me",0,21,6
"Cariprazine","Drew","June 27, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I started Vraylar roughly 2 weeks ago and can’t even begin to explain how different my life is now. About a month ago I was having passive suicidal thoughts, very depressed, irritable, and fatigued. It was a chore just to get out of bed in the morning. Ever since I started this medication I have not had a symptom of either of these symptoms! I couldn’t even imagine this was even possible to feel so good. If your at your wits end and feel like giving up, don’t! This goes for any medication out there. I’ve tried 15-17 different medications and believe me I was getting very impatient, but this medication gave me my life back and I’m able to smile again! Keep your heads up high, and hold on to the little things called hope and faith in the process!",0,46,6
"Cariprazine","Mystic","June 23, 2018","Taken for less than 1 month","I've been taking the medication for 3 weeks now I have to say that I'm pleasantly surprised at the improvement in my mood. I'm more positive. I'm only taking 1.5 mg and when I go back to see my doctor I'm going to ask to adjust to the 3.0 mg. I feel that I am more literal in my thought process. Not sure that's a good thing. Still have a lack of focus. I'm getting samples right now and have put in for assistance with the cost of the medication.",8,0,6
"Cariprazine","Momkath","June 21, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 This is the 5th day that I've been taking 1.5 mg of Vraylar for depression/ anxiety/ possible bipolar and it is the 1st day that I feel really good. I take it at night. Until last night I had trouble falling asleep and staying asleep, last night I slept very well and feel well rested today. I have the energy and motivation to get things done! Excellent, I hope this continues!",0,16,7
"Cariprazine","Felt Normal","June 20, 2018","Taken for 1 to 6 months","I was given 6 weeks of Vraylar samples by a psychiatrist for treatment resistant depression, which I've suffered from since I was nine.  It was added to my regular antidepressant and after 2 weeks I couldn't believe the difference.  I had energy, I didn't dread living, and I had no side effects.  Problem is, my insurance won't pay for it and the cost is over $1,300/month.  It's so sad because life was brighter.  I'm back to depression.",10,1,7
"Cariprazine","BipolarBear92","June 19, 2018","-","<b>Vraylar (cariprazine):</b>			 I know everyone has different brain chemistry, so what works for some may not for others. Vraylar was horrible for me. I had terrible brain fog, akathisia, and sadness for the month that I took it. My performance at work was going downhill and I was constantly ready to snap at someone. Finally off this stuff and back to my Seroquel XR. Doc added some Rexulti to help the Seroquel. It’s been 3 days since I’ve stopped Vraylar and I feel much more like my old self already. Thank goodness my doc gave me free samples for the Vraylar, so I never had to pay for it.",0,14,7
"Cariprazine","AJ63","June 6, 2018","-","<b>Vraylar (cariprazine):</b>			 I just started Vraylar 6 days ago for bipolar 2 disorder. I have tried probably 6 different medications over the past few years which I discontinued due to lack of effectiveness or side effects. I was at an all time low mood wise. Crying for no reason, loss of hope and in deep despair. My psychiatrist recommended starting Vrylar. I noticed an immediate improvement in my mood and energy level within 2 days of starting it at 1.5 mg/day. But I have noticed, it is progressively making me more anxious and activated feeling. It has also caused me to have extreme insomnia. I also take clonazepam 0.5-1mg and Seroquel 150mg at bedtime.  I am going to change to every other day dosing and see if that helps with the insomnia. I am sticking with this medication and am hopeful that this medication will help get me and keep me out of this awful fog of depression and anxiety that I’ve been in for the past few years.",0,18,7
"Cariprazine","Darci","May 24, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I've been taking vraylar for 5 days now, I have absolutely no side affects yet and I wake up happy full of energy. Before I was so tired and empty so far I have no complaints. I will keep taking it.",0,11,7
"Cariprazine","Rombek","May 20, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have mixed feelings about Vraylar, while it is working wonderfully for my swings (haven't had any in months! I was rapid cycle). The only fault of this drug is it causes me to binge eat at night, never had this issue before starting Vraylar. Other than that, amazing drug! I take 3mg in the morning.",0,12,7
"Cariprazine","Myhealth123","May 9, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Been taking for one month. Energy is back, sleeping well. The only thing I have notice is a few stomach issues but hoping those will pass. Small price to pay for having my life back.",0,10,7
"Cariprazine","Mom of Three","April 20, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 For the last 25 years all I've heard was that there is no magic pill but just after a week I feel like I've found it. I've had manic, depressed, mixed agitated anxiety for longer than I can remember trying every med on the market also. Just after an hour I got results, CALM!!!! I feel like I'm a different person. Did have a numbing head, hot flashes, nausea but they have gotten better every day. I'm on 1.5 in the am and 1.5 in the pm. I finally feel what hope is like!",0,20,7
"Cariprazine","TLK","April 15, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 On night 3 of either 5 or 10mg. Is now 2am. Took vraylar at 9pm. I'm wide awake, mind racing. Was prescribed to reduce mania. Not effective in that regard",0,9,7
"Cariprazine","Lo","April 7, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I started at 1.5 mg after coming off of 50mg of Zoloft. Since starting Vralyar, I've felt wonderful. I was like a  roller coaster with ups and downs. I still have ups and downs, but they're less severe and less common. I have been a bit restless, and I've started sleep talking which may or may not be related. I feel amazing now.",0,11,7
"Cariprazine","Roger33","April 6, 2018","-","I’ve been on Vraylar for several months. It works better for my bipolar II (mostly depression) than anything else I’ve taken. I also take Ritalin, which seems contradictory, but the combination works very well. I am really asymptomatic at this time. I was on antidepressants for years, but they didn’t work. Glad to have found this medication. Good luck!",9,0,7
"Cariprazine","Shannon","April 6, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I was up on this medication in September. I was 180 pounds. After 6 months, I put on 50 pounds. This medication worked great for my bipolar disorder. But the weight gain took a very big toll on my mental health and depression. I just went off and started a new medication in hopes to losing some of this weight I put on. It also made me EXTREMELY tired. I'm on 30mg Adderall and come home from work every day to take a nap.",0,7,7
"Cariprazine","Shell","March 30, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have been on Vraylar for 27 days.  This medication has been life changing for me in a very positive way.  I have Schizoaffective Disorder but I was diagnosed with Bipolar 1 for about 40 years before this new diagnosis.  Vraylar has really helped me quit hallucinating and my delusions are gone.  I am no longer paranoid and my mood swings went from really high and really low to a new more stable middle ground.  I have had some nausea, and muscle tightness, but really, very few side effects!  It's so amazing to just be me again!",0,10,7
"Cariprazine","Sunguppy","March 27, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I was placed on this after failing Abilify. In hopes that it would manage hallucinations and paranoia and any mania I would have, my doc insisted I try it even though I was feeling drowsy on the low dose of 1.5mg. Cranked it up to 3mg when my voices and paranoia continued and my depression worsened, which was later made to 4.5mg when the 3mg failed. That landed me in the ER, where I experienced incredible amounts of nausea and vomiting, pounding headache and hallucinations, as well as a general feeling of malaise and confusion. So, not the drug for me at all. HOWEVER - I’ve watched a friend blossom while taking this medication, so while it may not be for everyone (including me), it may work well for others. It’s a pricy drug, so be sure to get the savings card from your doc!",0,12,7
"Cariprazine","Jen","March 17, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was  diagnosed Bipolar at 17, I am now 45  and have  tried every drug out there.  Vraylar has been a miracle drug for me!  I have been on it for two weeks.  Fast acting and I am normal again doing normal things I haven't been able to do in a long time. It  is hard to sleep and feel restless having to pace some times but hoping it passes because I haven't felt this good in a long time.  My daughter told my son look mom is normal! What a great feeling!",0,16,7
"Cariprazine","REDROCK","March 10, 2018","-","<b>Vraylar (cariprazine):</b>			 Going to try it monday.",0,4,7
"Cariprazine","Rotz","March 10, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 This drug made me completely unsociable, unmotivated, and sleepy. I had difficulty carrying a conversation. I was dizzy and lethargic for most of the day.",0,7,7
"Cariprazine","Georgiaman","March 9, 2018","Taken for less than 1 month","Just started recently. Restless, yet the sleepy and kinda zombie effect. Legs tense up. New doctor only identified 4 drugs I haven't tried, this being one. It being newer, both of us were hopeful. Unfortunately, for me, I refuse to give up quality of life  for side effects just for a minor improvement. As a person living with Bipolar disorder for well over 20+ yrs, I was hoping for the best, but like almost all other antipsychotics, this drug while it may work, MUST be weighed by you the person taking this drug to help your quality of life vs dealing with side effects for just how much a powerful drug like this is worth it. For me, Depakote and my nerve medicine with talk therapy and having PTSD I obviously take nerve medicine. As I was diagnosed at 19, now 40, Depakote along with nerve medicine, (1 controlled) the other not, I must use all my available coping skills instead",4,0,7
"Cariprazine","Mike","March 6, 2018","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 I've been on Vraylar for a few months at different doses, trying to balance side effects and benefits of the drug. I often feel restless—I can't stop moving my legs—but extremely drowsy, an odd combination. Beyond that, my bipolar disorder is managed fairly well with fewer episodes of depression.",0,7,7
"Cariprazine","Dice33","March 6, 2018","-","<b>Vraylar (cariprazine):</b>			 Vraylar is an effective mood stabilizer. Initially had nausea that subsided. Then I had the insomnia and occasionally mild akathisia. I recently added trazodone for insomnia and anxiety, and it seems to be a great combination. Dx: bipolar 2 and GAD.  Good luck on your search!",0,7,7
"Cariprazine","Mommy again","February 26, 2018","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 I have been on Vraylar for about a year now. At first it made my skin feel like bugs were crawling in it but one that went away. The only other side effect was weight gain. This medication has helped with my moods tremendously though. I feel like I can be a good mommy again to my kids.",0,16,7
"Cariprazine","BBP007","February 23, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I could only handle this med for a little over a week. I did notice a lessening of my anger due to bipolar, but the akathasia was out of this world. Under no circumstances was I able to sit still, which of course made my anxiety that much worse. Ended up going to the ER middle of one night because I officially felt like I was losing my mind. The Dr gave me a high dose of Zyprexa to calm me down and told me no more Vraylar. That was a week ago, and it STILL has not completely subsided.",0,10,7
"Cariprazine","Eli Glaser","February 21, 2018","-","<b>Vraylar (cariprazine):</b>			 I was prescribed this over a year ago, before I was diagnosed with bi Polar depression. I was barely able to take this drug for 5 days, I was sleeping a lot and not eating I was awake around 5-7 hours a day. The time that I was awake I had trouble sitting and focusing on something, I was restless and felt like I needed to get up and walk. I missed work because of sleep but when I did go I got comments like  you look like a zombie  and  are you okay?  I ended up having to quit. Once off the medicine the symptoms like the sleeping and focus never resolved along with being stuck In Depression for over a year that weirdly started when I was taking the medicine. Now it could totally be my depression that kicked in and took over but all my problems just quickly followed the first time I took it and I’ve never been in depression no where near this long. I’m not saying it couldn’t help people tremendously but this was my experience so take with caution",0,17,7
"Cariprazine","VickyEE","February 21, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was prescribed Vraylar for treatment resistant depression. I developed extreme akathisia and it was so miserable. I had to leave work it was so bad. Maybe if I was able to begin with a lower dose I would have tolerated the medicine better. However, it is currently only available in capsule form so was not able to break it in half at its lowest dose 1.5 mg.",0,6,7
"Cariprazine","Roll yer dice","February 13, 2018","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I rate this drug as interesting and promising, but not perfect. We all know drugs are never perfect. My only side effect is occasional nausea- possibly changes in sleep, but I take low doses of mirtazapine and gabapentin as a sleep aid. I’ve only been on for a week. I would say some aspects are similar to lower doses of lithium. It’s an okay med for my bipolar 2.",0,2,7
"Cariprazine","Awillie","February 9, 2018","-","<b>Vraylar (cariprazine):</b>			 Today I was diagnosed with Bipolar II. Took the 1.5mg around 3pm. It's 5:30pm now and I have the worst migraine known to man. I feel so fatigued and my nose is all stuffy.. stomach feels a little off, almost like I'm hungry but I already ate. I'll keep at this, no promises! Okay, can't keep my eyes open. Anymore. Cheers!",0,4,8
"Cariprazine","Raging bull","January 25, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 Well, after all I wrote, I'm told my comment is too long. So... I experienced intense rage. Several other severe reactions, but the wild fluctuations in my body temperature were unbearable.Main caution: onset of body tics, involuntary movements. I was actually on the related Abilify and developed tardive dyskinesia. My feet move around all the time. Vraylar can do this too.Hope this is short enough.",0,10,8
"Cariprazine","Jerry7860","January 21, 2018","-","<b>Vraylar (cariprazine):</b>			 My daughter used this drug for three weeks. The third week she was restless and walked all over the house. She could not sleep at all. The third day she took two 1.5 mg vayrlar and by afternoon her whole body was shivering and could not drink water. We rushed her into an ER. She is in the hospital now. The neurologist prescribed medicine to reverse the effects of vayrlar. Her system is flushed out and so is her brain. She does not shiver anymore but her thinking ability is affected and she cannot have continual thoughts. She is restless and can’t sleep more than two hours. She is under psychiatrist observation and this drug is stopped. Thus when you use this drug be careful and observant.",0,27,8
"Cariprazine","Midnight2x","January 5, 2018","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I started taking vraylar in July 17.  I suffer from major depression,  ocd, panic disorder and generalized anxiety disorder.  I felt emotionally regulated.   However, I gained weight and experienced insomnia which was already an issue, most of my life.  I stopped the drug twice.  My mood deteriorated and became more unregulated.   I've been back on for 4 weeks.  My mood has stabilized.  The weight gain has been an atrocious side effect for me.  I'm very petite and gaining 12lbs has been very physically uncomfortable.  I eat well and am always on the move.   I've also suffered from chronic diarrhea; however I have IBS.   I do feel the constant diarrhea that is now occurring is related to vraylar.",0,7,8
"Cariprazine","favorus7","December 5, 2017","-","<b>Vraylar (cariprazine):</b>			 I've been taking it for 2 -3 months. I feel like myself again. I feel fantastic, friends and family notice. I have gained some weight , about 10- 12 pounds.  I'm  exercising though. Good thing I was small.",0,7,8
"Cariprazine","Keenly","November 10, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 What a wonderful drug vraylar is. I feel normal again and am having no side effects.",0,20,8
"Cariprazine","Kountreegirl99","October 9, 2017","-","<b>Vraylar (cariprazine):</b>			 I have been on vraylar a year now and it's by far the best medication I have been on. I did have restlessness at first but I have lost over 50#'s since being on it. I feel like I got my life back.",0,31,8
"Cariprazine","Kristinebp11","September 29, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I was diagnosed with Bipolar II  three and a half years ago. I have been on so many medications with not much luck. Lithium works fairly well to manage my mania. My deep depression has not been able to be managed. I have been on Vraylar for over 3 weeks and still feel unmotivated, depressed and don’t know how to fill my whole day. I had the nausea and restlessness. I take a medicine for the restlessness that seems to be working. I am just praying that this drug needs to just build up in my body. I need relief really soon. Going through life without happiness is so very very bleak. I am using the coupon and paying $15.00. I take 1.5 mg in the morning. This is my second time trying Vraylar and staying at the lower dose. 3mg caused my legs to give out.",0,17,8
"Cariprazine","Weathers5839272","September 24, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I've been taking vraylar for about 4 months now and so far it has been the best drug I have been on with the least side effects. For the first couple of months I didn't have any at all and then I started to get my motivation back and along with that came restlessness and sleeping difficulty. That seems to be getting better as my body gets more used to the drug. My anxiety is manageable, my moods seem to be pretty stable and my depression is starting to really lift. Because of the very long half life of vraylar I've read that it can take longer than other drugs to work and to just be patient, that was easy for me seeing as there weren't many side effects. It took me years to find something to work but I'm so glad I didn't give up.",0,37,8
"Cariprazine","bipolar2ADHD","September 15, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 25 year old female with type II bipolar, coupled with ADHD, social anxiety, and hypothyroidism.  I was on vraylar for a month last year, and my experience was so bad that I switched psychiatrists. I saw no improvements to my mood swings (primarily depressive), and gained 17 pounds in the span of that month. If you have a slow metabolism or thyroid condition, I highly recommend you stay away from this medication.",0,31,8
"Cariprazine","Anonymous","September 12, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 Hi it been 3 weeks that I been in vraylar 1.5 . At the first 2 weeks I was feeling like fast palpitations or panic attack. Dr give m also clonazepam for my panic attacks which I used for 3 days and now I just taking the vrylar1.5 and my depression is gone and my panic attach also. Feel very happy with this medicine. I been diagnostic with bipolar#1 for about 29 years and this medicine for m work great!!!!",0,29,8
"Cariprazine","Insanetrainwreck","September 10, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have been on this for one week taking this after supper and  before bed . My bipolar mania has been a daily struggle for years this is the first medication anyone has had me tired. For the first week I was on 1.5 mg and now I am on 3 mg. But I'm getting really bad panic attacks ( had 15 in one day before) . Other than that it works great mood outbursts . But still unsure what to do for the panic attacks !  Not to mention it's been two weeks and my Vermont state insurance still hasn't denied or approved the prior authorization been using samples my doctor have me to first try !!! Any suggestions ???",0,12,8
"Cariprazine","Nutter Butter","September 2, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have been on Vraylar 3mg for one week now. I am an ultra rapid cycling BP 1 with severe OCD and other issues. I rejected depakote due to my epileptic sister's weight gain so my doc decided to try me on Vraylar. I was supposed to have 1.5mg for one week before stepping up to 3mg. Unfortunately, I was in a bad place when I was there and left the samples behind. After my pharmacy called to have my Dr call the insurance company to verify it was medically necessary (oh boy, I AM a nutter butter) it was then ordered (only person in town on it? Oh goody.) and I took the first dose at bedtime. 6 hours later I felt like I had the worst tequila hangover ever. Fast forward one week and I am actually trying out the feeling normal thing I heard of.",0,28,8
"Cariprazine","Sarahbc","August 13, 2017","Taken for 1 to 6 months","<b>Vraylar (cariprazine):</b>			 I have tried everything and anything for my bipolar. This has been like a miracle that has brought me back to living life like a normal person. Out of the depths of despair and the highs of mania.",0,34,8
"Cariprazine","Socrates23","August 10, 2017","Taken for less than 1 month","<b>Vraylar (cariprazine):</b>			 I have tried just about every medicine for bipolar I that is known to man, and none have been effective for me. Was keeping my fingers crossed that Vraylar would be the one that would offer some relief but it proved to be yet another dud. I took this medicine at 2:00 p.m. and at 4:00 p.m. I could barely keep my eyes open anymore. I then proceeded to sleep for 24 hours, waking up only once or twice for about 5 minutes to go to the bathroom! When I finally did wake-up the next afternoon I was extremely sedated and I had the typical zombified feeling that comes along with taking an anti-psychotic. Not to mention, I was on the lowest dose of 1.5 mg. I would hate to see what 3 or 6 mg would have done to me.",0,22,8
"Cariprazine","DrBuck","July 31, 2017","-","<b>Vraylar (cariprazine):</b>			 Most recent diagnosis is bipolar 1.  I've been better since starting trileptal about 6 months ago.  Doc suggested added Vraylar.  Big mistake as one 1.5 ml dose made me hyperglycemic, jittery, sweaty, nauseous.  I fell when my muscles sort of locked up and was physically unable to speak or move for several minutes.  Helpless, awful feeling.  I ain't taking a second dose of this stuff.",0,27,8
"Cariprazine","Lisamon","July 24, 2017","Taken for less than 1 month","This medication is wonderful for my Major Depressive Disorder . My Dr. prescribed it off label to treat my depression because it's cousin Rexulti also worked great for me but caused 20 lb weight gain. So far I haven't had weight gain but it's too early to tell. It pretty much cured my depression (short term at least). It feels like I can't get low like there is a block stopping me from feeling sad. I have a ton of energy, I'm cleaning again, picking up new furniture etc. I hope it continues to work so well. I started feeling the effects day one. PROTIP: take this at night because it causes crazy drowsiness for the first couple hours.",0,1,8
"Cariprazine","MC4Vraylar","July 8, 2017","Taken for 6 months to 1 year","<b>Vraylar (cariprazine):</b>			 I have tried Abilify, Seroquel, and Saphris and this is by far the best medication I've been on. I did have a good experience with Seroquel until I got sick, but I would sleep through a hurricane which was bad for my work. I went two years after I got sick not feeling like myself. TWO YEARS. No real joy, no passion, no libido, nothing. Also my anxiety was out of control and I was beginning to use a lot of Ativan. Then, my psychiatrist was unavailable so I saw his PA and he put me on Vraylar. I don't know if this is even possible but I swear I began to feel better in a matter of days. It was incredible. My anxiety was the first symptom I noticed began to improve, then I started to notice the pep in my step improve. I'm happy again!",0,64,8
